ppg,abp
1.0678737,104.61815
1.0828071,109.03097
1.2079903,108.91735
1.3210204,110.49385
1.3310143,119.04156
1.3985294,120.329895
1.4566511,121.57528
1.538178,127.82897
1.5880504,128.8658
1.6063285,136.97244
1.6274328,138.54001
1.7274194,132.63641
1.7235287,136.67737
1.6739763,145.57527
1.7828618,140.28575
1.5830897,146.70378
1.6776088,143.80663
1.6917799,145.13374
1.7144691,144.27077
1.7109519,144.66446
1.7104146,146.34465
1.6604313,145.29561
1.6679615,145.28325
1.5925946,147.1491
1.5420913,142.57932
1.6721886,144.32535
1.5796741,142.86032
1.5515397,141.22958
1.5591505,138.05482
1.4265605,137.47145
1.4222327,133.94746
1.5192354,136.2368
1.4388057,136.54842
1.4367776,134.6648
1.3863039,131.7026
1.3705572,128.75027
1.3148383,129.40327
1.4048371,124.72289
1.330358,119.203026
1.36017,116.33054
1.4009043,115.954414
1.3487937,119.35231
1.397597,119.28505
1.2102617,112.73804
1.3267263,113.04714
1.2549347,109.72975
1.2959309,107.586266
1.2334181,106.43917
1.1745594,105.095345
1.1406903,99.31303
1.1382277,98.45581
1.1494422,97.76773
1.0480632,96.61356
1.0124341,94.83914
1.0377438,90.94988
0.9512893,92.703835
0.86324126,88.59676
0.9308496,87.67376
0.9447192,82.7169
0.8316219,85.007385
0.84558755,82.764915
0.9052303,78.591324
0.8932793,75.49809
0.8271074,74.66813
0.8168618,66.7122
0.88544756,68.90685
0.8061154,69.308495
0.80685264,67.35376
0.8421021,67.62063
0.83115107,69.53811
0.8036962,65.57987
0.7860397,67.53568
0.79001564,64.32967
0.7441935,65.59831
0.6740515,63.820885
0.7114283,63.45869
0.6762938,64.25599
0.5731696,59.374332
0.6479925,64.96311
0.47035122,64.618484
0.47124213,65.79466
0.5291476,63.10362
0.44705707,66.97952
0.45628002,70.7432
0.5656735,71.229485
0.6105064,74.933
0.59219646,74.02572
0.6278731,80.511375
0.7002075,81.322136
0.8808534,85.39949
0.890663,87.03135
0.9534766,90.94534
1.0388744,95.05556
1.13662,96.34569
1.1656243,97.654045
1.3179299,103.797516
1.3880525,108.30804
1.5299287,112.52619
1.5336337,113.811775
1.6955575,118.13112
1.6721485,120.86283
1.718132,127.452995
1.744001,127.21928
1.840294,129.51105
1.8228453,132.34326
1.8922299,132.5459
1.9724555,136.32167
1.9480603,137.06042
1.9631507,138.50911
1.9934231,143.79333
1.9832022,141.84184
1.9524118,145.87878
2.0347931,144.93008
1.9521246,145.8767
1.9698355,149.034
1.9447399,146.8768
1.9375731,144.85716
1.8822742,145.38538
1.8198428,144.6765
1.8036801,146.59831
1.8035821,142.87097
1.792851,143.5689
1.7553265,140.58337
1.6214765,142.50392
1.6889758,137.66508
1.6728022,137.55516
1.6476451,134.68896
1.6811947,132.02986
1.5706592,126.62272
1.5085088,127.16984
1.5572308,132.2915
1.4843707,126.2183
1.6150062,124.83805
1.5007881,123.365395
1.5426394,119.63015
1.5099483,117.8596
1.457745,119.70043
1.5053462,114.215065
1.4899211,110.5336
1.4043026,110.17707
1.3828012,112.00091
1.3562158,104.14587
1.3417431,104.67893
1.2873541,103.02633
1.3299108,100.33685
1.3251741,100.59648
1.2653024,95.717896
1.1348583,98.07271
1.1019125,95.34466
1.1470258,92.1012
1.0204251,91.656075
1.0436999,87.14203
1.0348207,88.275475
0.946261,80.72562
0.91281265,76.8944
0.9267853,81.246216
0.9013563,76.27433
0.8819833,80.75042
0.88923144,72.57429
0.8270339,73.72062
0.8198442,71.7653
0.84728616,69.72488
0.8815176,70.3435
0.88497,67.471855
0.8851967,67.02675
0.89181423,67.43775
0.8919162,60.27871
0.75988233,59.293148
0.851949,63.20389
0.72985214,62.89863
0.68332726,65.32013
0.7184761,63.644855
0.5235677,62.52751
0.54709285,63.765102
0.5363017,63.498333
0.53615856,65.98926
0.4514281,65.89197
0.4504871,69.904655
0.4857393,67.47524
0.5080037,72.79948
0.5874285,74.68076
0.5159463,73.79472
0.67192435,79.26788
0.718431,84.33606
0.6846513,86.99491
0.8919132,85.54697
0.85681313,89.847755
1.0025704,93.56655
1.0478481,98.292885
1.1921179,99.34025
1.3285114,103.168236
1.3434117,114.604454
1.3662107,111.98679
1.4393561,112.41275
1.6157868,122.72768
1.5967964,125.401794
1.7563475,128.25041
1.7089534,125.98088
1.8207014,133.99681
1.7726676,135.29472
1.7164091,135.47794
1.8449534,140.3184
1.8614496,144.19487
1.8251851,139.88899
1.8247436,143.69171
1.8298061,145.28938
1.7772069,141.41507
1.8706894,147.56224
1.8103658,149.25015
1.7820982,143.67815
1.7171005,148.99094
1.7600288,145.9083
1.6655973,144.3505
1.6862042,146.68867
1.6931379,142.45201
1.7154006,145.56546
1.6738106,142.88205
1.6236256,141.16609
1.5361662,141.95972
1.4932562,139.29941
1.4932103,136.78055
1.4495126,134.03088
1.3898062,136.42198
1.3741287,131.96172
1.3333541,126.48019
1.4031342,126.22715
1.3017042,126.013306
1.273113,124.40016
1.2575662,120.50215
1.2929921,119.235466
1.2997645,120.786934
1.3184872,112.815445
1.2756258,114.865234
1.26232,112.01106
1.2237828,107.165596
1.1913478,108.27003
1.101551,108.06965
1.1509569,101.43031
1.0629312,101.94037
1.053246,100.00587
0.9144698,100.457275
1.0481762,98.25452
0.9324863,94.69631
0.85394216,90.75633
0.8226888,91.38567
0.8214399,92.47406
0.73249435,87.90793
0.60699373,85.99077
0.6198157,86.38347
0.6224714,78.15602
0.60943145,76.792145
0.6337978,75.47253
0.66447294,75.277016
0.64055276,77.09827
0.5863474,74.55527
0.64071566,69.744896
0.59622365,67.48516
0.56769526,70.341965
0.5910695,63.4413
0.50387186,65.225395
0.5629747,63.622852
0.5589133,66.419716
0.42044184,65.01599
0.43054026,60.185635
0.42011508,60.85524
0.28693247,62.19261
0.28567395,59.379395
0.25809667,60.17427
0.25647584,60.76383
0.16760641,63.337708
0.15168048,68.2777
0.21154214,63.653145
0.06522969,72.86531
0.14931229,70.798256
0.1724381,71.55895
0.2571849,69.091354
0.21714377,75.88032
0.28940687,78.02156
0.38549492,80.86769
0.40245676,84.22512
0.45607033,85.20509
0.6005218,93.237206
0.7413851,92.12563
0.7500005,98.31441
0.847165,101.10264
0.93608636,102.09275
0.90965086,107.36251
1.0902184,111.476
1.0539913,115.67904
1.2237645,117.57301
1.2422739,120.46762
1.34752,125.57372
1.380069,131.33171
1.3918924,130.89545
1.4141809,134.59074
1.3976347,138.44417
1.5110909,133.33801
1.4404719,143.91197
1.3851701,141.53357
1.4981707,147.54997
1.4800266,144.48393
1.4575157,145.01512
1.503181,144.4399
1.4630841,145.82516
1.4268727,148.39804
1.3896263,147.78201
1.3783969,146.1031
1.3295816,147.1102
1.390522,145.62102
1.3125091,147.92232
1.3256593,147.02013
1.3553239,142.62651
1.282538,138.97498
1.1826155,140.53795
1.1577392,138.88792
1.1956208,137.19621
1.1389282,136.47133
1.0640186,135.9908
1.0437307,127.135345
