ppg,abp
1.0509727,71.43472
1.1072096,73.419136
1.2049322,78.19121
1.3750002,79.36396
1.3913726,82.6203
1.4031641,87.91746
1.51298,88.688805
1.4561067,87.44148
1.5815449,92.04174
1.5513103,91.13839
1.5726289,93.17389
1.6012732,95.38769
1.6236663,97.52735
1.6649358,96.4655
1.6600226,97.53317
1.635917,102.298965
1.7811189,102.51576
1.7306685,103.89546
1.7217472,103.171455
1.7146683,101.79094
1.8129205,104.50277
1.6699477,101.847336
1.7244029,104.925
1.6926873,105.265274
1.6953734,101.94207
1.6254954,103.71562
1.7151076,101.068375
1.6129031,101.12767
1.5830841,102.28948
1.5787835,100.02504
1.5089985,97.82925
1.4621329,99.60939
1.5441909,98.20405
1.4822688,95.72313
1.4028515,96.54503
1.4091758,93.639275
1.4094486,93.99923
1.4449221,91.66723
1.3790989,91.52834
1.3257271,92.64663
1.2892307,84.88818
1.360107,84.13342
1.4309025,83.30743
1.3593657,84.56091
1.3278935,80.95671
1.2916117,80.6929
1.3270574,77.236465
1.3558112,78.23636
1.2864544,76.44539
1.29869,74.835945
1.2598449,72.647194
1.2220321,72.67463
1.1600258,71.172226
1.1435647,67.209785
1.1665843,69.72542
1.1435707,67.40233
0.8941207,67.38659
1.0647714,64.76852
1.0254968,63.0363
0.9629509,62.48336
0.8918051,60.84278
1.0010494,60.627136
0.8624804,58.35368
0.8770945,57.92134
0.86400884,55.60186
0.97428435,54.078133
0.83177006,51.296265
0.8365356,54.820827
0.83098537,48.76934
0.80240715,50.73134
0.7943206,48.724632
0.88130873,46.601826
0.83048046,45.87799
0.84460264,43.624916
0.82496583,47.43825
0.8173346,44.57756
0.87535197,42.53954
0.85956424,42.271343
0.8254807,40.57196
0.68175757,42.027058
0.79599524,40.0
0.677687,40.0
0.5959993,42.450974
0.6059769,42.37388
0.58336186,42.595463
0.58602285,41.83092
0.66181433,42.16953
0.45206848,40.92843
0.5275167,43.812263
0.5413416,45.98022
0.506931,48.218987
0.5374194,45.313164
0.61670625,46.766747
0.7198158,49.259045
0.7151802,50.979298
0.7874873,54.48292
0.7925747,59.988525
0.98034155,56.904453
0.95038867,59.473465
0.9396954,62.314327
1.0625161,64.75404
1.1808527,68.30462
1.2236398,70.87636
1.3670883,72.37006
1.4335647,71.84214
1.5791054,79.64984
1.6016126,79.86013
1.6652933,79.67973
1.6303015,87.02931
1.7564231,86.737976
1.8314829,89.642075
1.8949504,90.98305
1.8602053,91.38185
1.930071,95.26072
1.8623079,98.58642
1.9419473,96.00417
1.9006339,98.45378
2.0162313,99.66084
1.9960964,100.37044
1.9789572,105.19917
1.8860332,101.459076
2.0574732,101.03867
1.8936676,103.018166
1.9915915,102.10148
1.799795,104.41635
1.8213382,104.12244
1.8606857,104.803665
1.9318742,101.0539
1.9299054,105.9802
1.809897,102.26463
1.809723,101.90631
1.7831169,98.50062
1.8016562,100.422874
1.7171768,100.68929
1.6995898,98.095695
1.7170687,95.96653
1.6427749,96.96467
1.6175508,95.86205
1.607622,95.13201
1.5663496,93.11939
1.62503,92.39926
1.595955,90.23522
1.4874347,89.47469
1.5736663,85.72613
1.447598,84.557396
1.5114413,82.96361
1.550927,83.46116
1.477438,83.11902
1.5291201,83.79751
1.4521766,79.445076
1.434395,79.95557
1.3023803,76.32854
1.4115282,75.69785
1.3475118,73.792534
1.335535,76.3961
1.2818444,71.67641
1.2825292,71.607155
1.2341619,69.994385
1.219214,66.78969
1.1131166,68.46695
1.0990129,64.36405
1.045624,64.43111
0.9942543,61.025856
1.0464433,61.81604
1.0213424,60.174274
0.92947143,54.50411
0.9425842,56.407394
0.9231555,57.76695
0.8507999,55.78869
0.95350903,55.43279
1.0282854,48.284252
0.9280928,51.017982
0.8974421,47.290203
0.88491946,46.965992
0.88091874,45.88358
0.948631,43.732285
0.76375085,43.337143
0.82291925,43.4942
0.8035998,43.405945
0.84552056,42.932785
0.8211155,40.53752
0.7031369,40.0
0.7243291,40.0
0.6478337,40.0
0.54200625,40.640392
0.58131313,40.0
0.5768557,40.0
0.49806142,42.900326
0.42871198,42.208324
0.46620357,43.120426
0.4491807,45.00073
0.45503056,43.16229
0.45190433,44.495777
0.48098087,48.56232
0.5014155,48.58955
0.46208373,50.18564
0.55483866,54.274952
0.54202217,54.019154
0.66205543,55.1638
0.7603783,57.431206
0.7934161,57.8879
0.82802546,59.198982
0.9146392,61.219894
0.97086495,64.52002
1.1153908,68.60394
1.1840554,71.064064
1.2758114,77.5464
1.2705429,73.72664
1.3859762,77.55705
1.5026473,81.389565
1.4803118,84.09531
1.5633253,84.78075
1.5886163,85.868
1.5371728,88.13715
1.6461933,93.88783
1.7061003,92.23333
1.714528,95.15902
1.7502147,94.206635
1.7704334,98.95944
1.770407,102.91639
1.739162,102.7746
1.7541486,102.99144
1.8238628,104.28401
1.7814276,104.15356
1.7601255,104.568504
1.7846353,101.818596
1.662951,103.52172
1.6442162,104.86884
1.7000197,104.152794
1.6405034,104.12835
1.6502029,105.501854
1.5926092,102.96977
1.6485634,101.68559
1.5423211,102.92696
1.4841503,100.60954
1.504637,102.7419
1.334052,98.31367
1.4238095,98.102715
1.3663749,98.24744
1.435872,95.92356
1.2891524,95.60859
1.4038596,90.18459
1.2821413,91.831184
1.3109136,89.60638
1.2321745,91.64988
1.2367914,86.09567
1.2014956,86.395035
1.275303,86.47591
1.1916646,82.83722
1.2173975,83.368454
1.1061202,80.45324
1.1957566,77.97342
1.036343,76.851234
1.109006,77.61142
1.1575912,75.143265
1.0559272,74.60308
0.989973,72.89871
1.049104,71.94881
0.9546935,73.82233
1.0189354,68.50108
0.91310155,69.18946
0.8969318,63.405056
0.825019,64.816605
0.7101352,64.37781
0.7456583,60.5104
0.7063133,60.14655
0.6487544,61.415714
0.711972,57.077866
0.6784484,55.933723
0.71373856,57.317898
0.5863307,54.989765
0.5524394,53.718487
0.60674715,51.864532
0.55228233,51.22905
0.47682402,50.000305
0.53552735,47.564144
0.5407071,48.329617
0.49247494,46.24337
0.5612455,42.970665
0.52474385,46.63427
0.5020084,42.947983
0.46961263,43.33176
0.4514892,44.999992
0.41572374,40.900406
0.409075,41.117683
0.32456404,40.0
0.28980595,41.003826
0.2807518,40.0
0.22760484,40.368885
0.17621405,41.650917
0.19006328,43.478924
0.19112375,40.89421
0.15519194,41.809914
0.09287319,45.031105
0.13199376,44.744297
0.078563154,44.644726
0.05644264,48.266933
0.124531716,50.29406
0.15376242,51.252243
0.10606104,53.07476
0.21542813,55.384487
0.3205817,57.105484
0.4575705,58.61252
0.4431571,59.347054
0.58125603,58.38563
0.5839099,63.346313
0.7758363,66.96077
0.7453526,68.171036
0.920451,72.413445
0.935136,75.139946
1.0709186,76.70226
1.0396972,79.32609
1.1077632,81.400764
1.1951609,86.06602
1.2650216,85.31101
1.2468956,88.05904
1.25071,88.04717
1.3391603,90.83297
1.3513192,94.19323
1.4404099,95.9001
1.4107285,98.63369
1.4378403,99.70575
1.4978579,98.479065
1.439545,100.862274
1.4589475,102.916985
1.3739365,100.89909
1.4496766,102.295265
1.4310548,106.43761
1.4665318,103.03555
1.5165341,104.21156
1.2523912,104.921936
1.3286314,105.06674
1.252116,101.70388
1.3087378,100.42151
1.225571,105.692474
1.2797499,100.41473
1.2899143,101.594246
1.2294765,100.410164
1.0159584,99.863716
1.1445659,100.358864
1.1771848,100.04848
1.0778028,96.57227
1.0266864,94.440674
1.0514011,94.06913
0.95297766,90.70425
0.9594927,94.27851
1.0100574,89.747116
0.8934488,87.81439
0.9692675,88.84023
0.9906993,84.10494
0.92515796,84.80618
0.9199745,82.570175
0.881361,84.549774
0.8669321,80.902596
0.80962366,81.05754
0.8041333,77.43205
0.81317914,75.87917
0.80976117,76.758934
0.7673624,73.99935
0.7249267,72.041626
0.76759887,71.17003
0.68774736,69.62401
0.6432826,69.872665
0.57342833,69.14649
0.68398464,67.167625
0.60327226,65.23601
0.5460458,65.07618
0.5026122,61.33217
0.45639902,61.50233
0.47319415,59.193764
0.39018455,60.678596
0.44388106,59.189785
0.35427836,53.94321
0.38953647,55.14462
0.2524276,52.9261
0.31535992,47.148224
0.30872327,50.941166
0.33391035,50.25523
0.37329856,48.438347
0.27975032,48.565536
0.33277413,47.555264
0.21265718,44.593655
0.34588957,46.200195
0.29283607,41.75533
0.2359094,41.42214
0.22870933,42.24416
0.25171334,42.69313
0.15251493,41.057022
0.13203965,41.004456
0.19080189,40.0
0.055541255,40.0
0.052909356,40.005253
-0.011281388,40.800045
-0.018398393,41.454742
-0.016620813,43.802563
-0.08006333,43.574703
-0.0048886514,43.451298
-0.08459389,46.666775
-0.019814033,44.640446
-0.004393486,45.922997
-0.032470133,49.309017
0.16897978,52.70859
0.15668666,53.97406
0.13693336,53.248028
0.25490186,57.26303
0.3525503,59.795967
0.3550687,61.868614
0.52642965,62.967926
0.5329814,62.869957
0.64096767,70.202415
0.737444,71.429695
0.7701345,73.504715
0.8584901,75.78313
0.91639775,76.61777
1.0488176,81.63609
1.1144469,79.39046
1.1924505,84.40994
1.0376208,87.820175
1.0776933,87.1346
1.2632142,90.82866
1.3379489,92.41041
1.2955682,95.53627
1.3502394,96.725204
1.3768748,96.97797
1.3585252,97.4226
1.3865588,100.384094
1.4624469,99.620674
1.3990289,99.65159
1.4545803,102.99525
1.4745561,105.52092
1.341919,103.30961
1.4937946,102.99182
1.3826814,104.90421
1.3295549,104.31591
1.3254125,103.1362
1.4298666,101.44787
1.2888277,102.63612
1.4191309,101.36029
1.3377979,104.27553
1.2561165,99.16139
1.3416821,99.11321
1.177512,98.35096
1.2459773,97.06956
1.1774125,99.20921
1.1164522,98.52564
1.0858233,98.38899
1.1317679,92.81727
1.0617727,90.86421
1.0398507,89.846466
1.075511,91.77871
1.034261,88.806046
1.0775343,89.305534
1.0692735,85.46909
1.1068442,86.21672
1.0851009,84.62136
1.0705644,81.0485
0.98885876,84.7959
0.98839915,79.23424
0.946163,78.72566
0.94786423,77.60829
0.9213341,74.57959
1.0795748,77.29766
0.9422572,70.45331
0.82628447,70.09033
0.9243589,69.77734
0.80492496,67.10484
0.86210585,68.101974
0.7403131,68.772385
0.7087861,68.75429
0.64392346,63.189358
0.6095689,62.139164
0.6119242,61.565506
0.5970153,59.070766
0.6025764,59.54285
0.51392025,57.118843
0.56089187,56.80457
0.505765,55.66875
0.6523043,54.576294
0.48214322,52.255795
0.6363575,49.63578
0.56938934,45.74507
0.6393125,48.759895
0.59174913,48.25499
0.5965308,47.08872
0.57052743,45.43931
0.55284953,43.87409
0.53800076,43.977005
0.5577792,42.19964
0.49878156,44.83519
0.4310974,40.548927
0.4373193,41.412376
0.41216323,40.980015
0.39640057,42.145912
0.30130348,40.0
0.40092468,44.662342
0.3421074,42.118645
0.23697408,41.242954
0.24435347,40.52169
0.33100703,46.38496
0.289612,43.687206
0.25703025,46.526962
0.21925104,47.22619
0.18224138,47.365963
0.25961253,48.90107
0.40845773,53.579952
0.41287774,51.932632
0.42440888,55.166553
0.42543682,59.16047
0.5778639,60.905857
0.68147373,63.01182
0.88520336,61.45716
0.8310812,66.28136
0.97270775,69.799095
1.0443816,66.92404
1.1403381,71.182106
1.2282784,75.40038
1.2827802,76.82354
1.3901206,81.594666
1.4640914,80.159134
1.5130228,83.52713
1.5636401,87.09389
1.5677522,89.95789
1.6725376,90.92557
1.6373296,92.30604
1.7291205,96.30596
1.6440123,94.61145
1.6893315,98.47027
1.7679535,99.50009
1.7636682,100.73568
1.8205278,102.16135
1.8874482,100.202705
1.8196458,103.88616
1.8166019,102.85642
1.7949485,100.37769
1.7733282,104.21512
1.8271106,103.45048
1.7430104,104.561165
1.6988779,105.23004
1.7750825,102.01252
1.6340169,100.78988
1.6510241,102.58073
1.7182498,101.33618
1.6287459,97.6451
1.5893558,99.96962
1.6082009,100.42872
1.5472363,97.17376
1.5585984,99.16098
1.4294878,95.669975
1.4972548,91.9285
1.4625428,92.614105
1.3656415,92.070404
1.5016218,89.21222
1.4683981,90.23184
1.5108747,85.05228
1.3857245,87.13413
1.3698466,88.83799
1.4409335,87.497505
1.4304558,84.20599
1.4157542,82.71841
1.32117,79.631935
1.3031616,81.186386
1.3494635,76.48056
1.3303407,72.930466
1.2597777,76.06541
1.218536,73.50702
1.24827,71.72924
1.2444352,71.19927
1.2439486,67.34567
1.1540332,68.294586
1.1760089,65.856926
1.1252025,65.5736
1.0683632,65.269806
1.0622622,64.13134
1.0224557,61.597343
1.1055224,60.619865
0.9759104,59.982735
0.9587741,57.277702
0.9069993,55.452736
0.8891018,59.231407
0.87389964,51.94417
0.88909507,50.43003
0.7751379,51.87614
0.84016657,48.48674
0.8716734,52.18608
0.88901085,49.293125
0.8925438,44.980915
0.90870875,45.390617
0.91765845,44.576534
0.866438,43.076397
0.78126425,42.250034
0.83118415,43.124664
0.7455656,42.36955
0.8512687,40.452904
0.73976266,40.0
0.7508002,40.0
0.7861216,40.0
0.65278876,41.115807
0.63817924,41.219303
0.5546607,42.844646
0.56444824,41.848263
0.52825755,40.0
0.6207186,41.504215
0.60106766,41.063286
0.5320847,48.451004
0.5858205,47.00716
0.61718804,47.539627
0.6024402,48.212864
0.6088406,53.196297
0.7371054,52.571377
0.7271397,57.113144
0.88160163,56.579124
0.89487046,61.594624
1.0847709,61.478188
1.1268811,66.382256
1.1389853,66.34956
1.3182586,69.05664
1.2732881,72.65673
1.3665636,73.337036
1.5071093,74.44351
1.5650953,79.204704
1.577807,78.70787
1.6720768,83.098236
1.6898037,86.01304
1.8073272,86.847824
1.8288383,91.674675
1.7926981,88.976265
1.8579549,91.88382
1.8661954,96.321396
1.9698756,96.26953
1.8538702,97.65641
2.027633,99.26132
1.9694713,99.51209
2.0315313,98.82937
1.9915208,101.84766
1.9896388,102.87413
1.9898208,102.82414
2.0592544,104.49046
1.9482219,105.06246
1.9133582,102.42501
1.7685483,104.63818
1.9625279,101.238716
1.8009074,102.99446
1.8656347,104.243195
1.8587862,103.30318
1.7791566,102.74686
1.790745,102.878716
1.7172498,99.79031
1.7308217,97.98335
1.7159195,99.21129
1.5993881,95.935875
1.6259025,98.56137
1.50086,90.073494
1.5246719,91.33165
1.6416008,90.67639
1.5603204,89.89356
1.5383072,87.76099
1.5118457,85.232315
1.4933938,89.056854
1.4426003,83.56339
1.4554396,87.3588
1.4585181,83.4989
1.4571084,80.188675
1.4343787,80.45452
1.3675092,78.834274
1.4098473,75.48748
1.3692116,75.85173
1.3060693,73.92989
1.3422872,74.99553
1.3349496,72.93193
1.2815466,71.47673
1.2609501,68.351746
1.2205011,65.64683
1.0215093,68.30039
1.1011062,64.771225
1.021939,62.11049
1.1099246,63.831482
1.0387381,58.223766
0.9757177,59.048355
1.0062338,56.82553
0.8733717,56.84681
0.8733651,57.487114
0.90675616,55.797848
0.89844435,54.858513
0.92167103,52.91183
0.8906449,49.582336
0.8380479,51.220787
0.77462125,49.331394
0.8668931,47.23306
0.7958806,45.958385
0.8253527,44.548252
0.8400587,42.108807
0.79383373,41.629665
0.81754696,41.734577
0.8081352,42.92096
0.7629475,42.274685
0.65279865,40.50589
0.6199967,43.045135
0.6608474,41.771584
0.57152987,44.17097
0.53654265,40.0
0.46935982,41.02544
0.4365616,45.0757
0.54567796,41.199036
0.4271052,42.03216
0.41668046,41.596294
0.36698756,43.933125
0.3586389,41.297756
0.3610941,47.426003
0.42059413,49.258682
0.46550575,52.23056
0.5258658,53.832222
0.49905792,51.07813
0.61323655,57.43876
0.669459,57.06734
0.74715316,60.386787
0.86534756,63.09068
0.7990799,63.64287
0.94289625,66.476616
0.9826614,70.49711
1.2756827,71.7086
1.2528648,75.606
1.3003595,74.9218
1.3214658,79.22653
1.3928857,83.90195
1.4649217,86.1043
1.5037285,84.91141
1.6696085,88.48451
1.6669986,88.81968
1.5207516,92.116356
1.6558828,92.42157
1.7358845,96.28261
1.7038001,96.43148
1.6336501,98.01661
1.6610072,102.02599
1.7713479,103.68387
1.7170986,100.63868
1.6690174,103.231
1.736443,102.66464
1.6209681,104.40195
1.6083618,104.42229
1.7214903,104.65392
1.7396656,104.053856
1.6760888,101.0289
1.6343096,102.29446
1.5856601,100.356895
1.5467678,105.02075
1.5823119,100.67485
1.5319496,99.45871
1.4884202,102.242065
1.4259291,100.83006
1.4116292,96.86703
1.3926543,96.5786
1.3351995,97.8603
1.2235348,95.31285
1.3189185,95.69345
1.220264,91.52729
1.1809349,91.16547
1.1711408,91.01348
1.2542626,87.97441
1.2843735,88.82621
1.0851276,89.01003
1.1752185,84.03898
1.19249,85.07473
1.1572572,84.198944
1.1366242,81.4517
1.1549658,79.14483
1.0963819,79.19317
1.0602777,78.934044
1.0626621,75.59374
1.0698682,73.17315
1.000303,73.595215
0.91234905,73.0928
0.9125809,71.535194
0.90903676,68.53792
0.8781417,70.03505
0.7913194,66.14892
0.8543297,66.73341
0.75335133,64.38328
0.684805,63.146137
0.62923914,61.808228
0.619812,61.586727
0.5864404,58.210342
0.57070446,59.65087
0.50514925,54.212494
0.46794444,54.11791
0.47821894,50.826645
0.43312764,50.91366
0.46546087,51.083427
0.509618,50.631344
0.37490362,49.336445
0.38899523,46.83754
0.43681353,45.696938
0.5008896,45.177998
0.5131989,42.738567
0.5044821,44.05192
0.32511652,43.794964
0.36821485,42.387836
0.38334343,41.356846
0.32836062,41.168552
0.3393527,42.05763
0.20674677,41.138035
0.12992823,41.667965
0.2297077,40.0
0.16465841,40.0
0.117903136,45.49889
0.091368325,41.37466
0.10634689,41.19289
-0.0015118355,43.318783
0.10565891,45.396084
0.07812193,45.05591
0.118776426,46.047993
0.039919823,48.222385
0.13085018,49.31613
0.17818996,50.6269
0.21518631,52.458794
0.22066285,57.177383
0.40550035,56.835228
0.39564493,61.762493
0.4173686,61.531742
0.61929214,66.34865
0.6516666,68.78369
0.7689129,70.82222
0.7553562,73.19985
0.86496675,74.68978
1.0035523,77.15632
1.0796726,81.406296
1.0128891,82.834175
1.0992999,82.79886
1.221926,88.1721
1.3090806,89.009605
1.3267342,91.31178
1.2905046,94.16826
1.4349718,94.96929
1.4021555,97.383514
1.3848885,98.596
1.3846079,97.91503
1.4034398,100.87462
1.3952972,100.27032
1.3751982,101.56412
1.3950981,102.27331
1.3953028,104.122635
1.4368021,105.53982
1.3159028,101.146935
1.361883,102.783745
1.3995847,102.14145
1.264933,103.634285
1.3804946,103.69758
1.2545468,103.88111
1.2929453,102.53927
1.2904128,102.18733
1.2552575,100.54026
1.1878171,100.040085
1.1549712,96.638336
1.1311004,97.60461
1.0542907,97.19589
1.0857913,94.200356
1.0722213,94.05522
1.0322156,94.10925
1.0508472,95.31864
0.9642341,89.42929
0.8980703,91.5671
1.0080683,88.77196
0.967271,84.24268
0.90103525,85.29579
0.9250464,82.57477
0.923507,82.712555
0.83058524,81.01936
0.9027376,80.30912
0.81697303,80.38103
0.84469014,77.12104
0.83071905,77.6889
0.7475886,75.07776
0.85787994,73.68678
0.74244136,76.065186
0.6758775,70.23582
0.6905374,70.09791
0.6467977,68.9775
0.5941123,67.72622
0.6086077,66.75915
0.5027575,65.62108
0.5378351,63.33466
0.43243384,63.024433
0.44973463,60.17648
0.40251708,60.753708
0.40766028,57.340572
0.34464067,59.065998
0.38069442,55.566628
0.3730071,56.27123
0.3550293,54.934067
0.29134542,49.934944
0.31976715,50.570415
0.39793143,48.69172
0.41055858,50.760075
0.26811832,46.493145
0.36539596,42.76806
0.34873033,45.666046
0.36395103,41.76618
0.4132546,42.980762
0.28209338,43.65454
0.30481458,41.88668
0.26384762,40.0
0.25535735,40.218254
0.20124426,41.089073
0.18984425,40.0
0.2602972,41.73273
0.052934866,40.073265
0.012768961,40.765778
0.113670684,40.697453
0.06344662,41.12129
-0.051449712,41.669247
-0.04790402,44.7253
-0.010876771,45.028564
0.041136794,42.768345
0.024438534,49.24743
0.060724445,49.77219
0.0645829,48.720963
0.13109599,53.76834
0.21297932,55.152275
0.27347878,56.231216
0.33519718,61.851646
0.3636685,60.012913
0.49912366,63.157303
0.57785976,65.70875
0.60390586,65.78753
0.79980636,70.421715
0.84068644,74.712036
0.8337475,75.929596
1.0124798,80.46741
1.0966127,78.97154
1.1506298,85.69127
1.3010298,84.85591
1.1609188,88.151474
1.2633855,87.95199
1.3249942,89.6859
1.365803,90.415245
1.4474913,97.54915
1.4168574,98.00389
1.4612362,96.84864
1.4813707,99.5669
1.5541012,100.081314
1.4383779,100.712585
1.473704,103.604485
1.3804152,101.69004
1.4025586,104.61015
1.492893,103.58108
1.3412797,102.56907
1.4530331,105.41005
1.3744937,105.138
1.4106134,104.33321
