ppg,abp
1.0584795,95.85172
1.0925804,96.120895
1.1947433,98.07135
1.2701958,98.935135
1.2002232,101.39391
1.4037138,100.77137
1.4346237,105.412315
1.4764307,102.10671
1.5700029,106.38121
1.5933956,104.317894
1.626966,102.804245
1.5797422,108.64492
1.6406342,109.069695
1.7318306,106.60429
1.7137655,111.36252
1.6394391,110.49074
1.6905733,110.14412
1.7476321,110.46702
1.6909572,107.16218
1.7272731,108.119
1.7392782,108.86884
1.7182826,112.65114
1.7792974,113.10971
1.7834804,113.591034
1.7911447,110.1857
1.7694283,111.28348
1.654739,111.43091
1.6267616,112.687164
1.7032462,111.66851
1.5656729,110.722984
1.627413,108.17543
1.5459797,110.12819
1.5797433,109.168495
1.5909147,110.08293
1.4388571,108.16096
1.5632999,107.16241
1.4814521,109.597084
1.4639702,101.981094
1.3558517,103.89572
1.4058148,106.00738
1.3700602,101.22427
1.3694369,100.26268
1.4145269,104.347435
1.4289514,100.07871
1.2850392,102.033165
1.3605472,101.070854
1.35949,101.19493
1.3557918,100.45843
1.3741885,97.52536
1.3426493,94.9264
1.3983908,97.394264
1.2079947,97.22795
1.2884668,95.052986
1.2862891,91.837524
1.3246068,95.63947
1.1764331,94.52663
1.1507814,90.21573
1.1048471,92.31803
1.1643212,87.17672
1.0022469,91.0967
1.0689888,89.715515
1.0331374,91.81356
0.95322156,87.862755
0.967975,87.1667
0.94517887,86.55272
0.9757698,86.57482
0.9005182,89.301506
0.8405156,83.99812
0.88782334,80.6968
0.870205,84.336586
0.8300181,81.84844
0.828205,83.38146
0.8265974,83.01598
0.8008355,77.729904
0.95411843,82.372314
0.81582224,82.75514
0.82015055,80.61059
0.84166807,77.46646
0.77961105,75.76666
0.91423887,79.86533
0.8407503,74.655334
0.774207,73.63779
0.7205182,75.3895
0.7062432,75.53078
0.6648957,77.81714
0.6817327,77.57391
0.665503,75.644875
0.57669663,74.59563
0.6230942,75.550804
0.54055625,74.974174
0.5775259,75.41546
0.49454525,75.09112
0.5606773,81.22925
0.5225604,80.974785
0.5865429,80.19386
0.5490623,79.96307
0.53715545,80.77495
0.6386901,84.94205
0.6663374,81.037155
0.6583468,83.205345
0.77277726,85.060326
0.8443329,85.613556
0.9524277,89.643234
0.9975058,90.8715
1.1353258,88.589325
1.205231,89.732124
1.2292364,89.88064
1.2969317,95.042725
1.3726088,97.40002
1.4953094,95.582
1.5861521,97.9294
1.54351,97.16258
1.7287717,99.704445
1.6876897,101.17912
1.7779176,102.95922
1.8868104,100.90864
1.8903403,104.74079
1.8967535,105.643684
1.9518077,105.80922
1.8593489,107.44468
1.9450535,107.797615
1.9061626,107.716576
1.9654484,108.10335
1.9703114,108.98396
1.9960514,110.643776
1.9792856,112.73547
1.9391816,110.76866
1.960446,109.53195
1.9962101,112.2896
1.9437418,114.06428
1.9145249,108.21309
1.8970443,109.23946
1.8333976,107.04777
1.845947,110.78726
1.8275093,110.370384
1.8069768,112.29062
1.7626588,111.497
1.7653589,114.079636
1.7425203,107.63989
1.7589787,107.8592
1.6458529,103.96978
1.6334934,108.23626
1.7035093,110.74601
1.6106892,107.159134
1.5089526,106.422104
1.6136558,110.64968
1.5371294,104.83757
1.576055,102.53612
